ID_STAZ;Year;Month;VALORE
683;2020;3;114.8
684;2020;3;93.4
685;2020;3;110.6
686;2020;3;112.0
687;2020;3;114.4
689;2020;3;123.2
690;2020;3;97.4
693;2020;3;103.2
694;2020;3;112.2
695;2020;3;86.0
696;2020;3;115.6
697;2020;3;67.0
698;2020;3;128.4
699;2020;3;118.2
700;2020;3;105.2
701;2020;3;111.4
703;2020;3;96.8
705;2020;3;89.6
706;2020;3;202.0
707;2020;3;189.6
708;2020;3;430.0
709;2020;3;97.2
710;2020;3;99.4
711;2020;3;150.4
712;2020;3;76.4
713;2020;3;224.0
715;2020;3;31.2
716;2020;3;111.6
717;2020;3;96.8
718;2020;3;62.2
721;2020;3;113.60000000000001
722;2020;3;104.4
723;2020;3;95.6
724;2020;3;125.0
725;2020;3;133.6
726;2020;3;107.2
727;2020;3;139.2
728;2020;3;146.8
729;2020;3;142.0
730;2020;3;173.6
731;2020;3;131.2
733;2020;3;130.4
734;2020;3;191.8
735;2020;3;112.4
736;2020;3;100.60000000000001
737;2020;3;184.6
738;2020;3;153.8
739;2020;3;145.6
740;2020;3;110.60000000000001
742;2020;3;87.4
743;2020;3;113.8
744;2020;3;50.8
745;2020;3;98.0
746;2020;3;82.2
747;2020;3;95.2
748;2020;3;142.4
749;2020;3;211.6
750;2020;3;168.8
751;2020;3;111.8
752;2020;3;121.2
753;2020;3;88.8
754;2020;3;128.0
755;2020;3;143.8
756;2020;3;175.2
757;2020;3;96.8
758;2020;3;120.6
759;2020;3;211.0
760;2020;3;103.8
761;2020;3;108.8
762;2020;3;97.8
763;2020;3;231.20000000000002
764;2020;3;197.8
765;2020;3;152.0
766;2020;3;144.2
767;2020;3;135.4
769;2020;3;91.4
770;2020;3;191.8
772;2020;3;115.6
773;2020;3;145.8
774;2020;3;110.2
775;2020;3;126.4
776;2020;3;97.8
777;2020;3;84.2
778;2020;3;100.0
779;2020;3;97.6
780;2020;3;117.2
1380;2020;3;141.8
1381;2020;3;120.0
1382;2020;3;122.6
1383;2020;3;99.4
1384;2020;3;341.4
1385;2020;3;118.2
1386;2020;3;173.6
1404;2020;3;72.0
1424;2020;3;181.6
1444;2020;3;26.400000000000002
