ID_STAZ;Year;Month;VALORE
683;2021;10;0.4
684;2021;10;0.0
685;2021;10;0.0
686;2021;10;0.4
687;2021;10;0.2
689;2021;10;1.2
690;2021;10;0.8
693;2021;10;2.6
694;2021;10;1.4
695;2021;10;0.7999999999999999
696;2021;10;1.4
697;2021;10;4.4
698;2021;10;1.0
699;2021;10;2.0
700;2021;10;0.0
701;2021;10;2.0
703;2021;10;2.4
705;2021;10;0.4
706;2021;10;48.6
707;2021;10;5.0
708;2021;10;36.0
709;2021;10;0.8
710;2021;10;7.0
711;2021;10;2.4
712;2021;10;3.2
713;2021;10;5.6
715;2021;10;12.8
716;2021;10;5.6
717;2021;10;6.6000000000000005
718;2021;10;2.4
721;2021;10;1.2000000000000002
722;2021;10;8.4
723;2021;10;4.6
724;2021;10;6.2
725;2021;10;1.4000000000000001
726;2021;10;5.2
727;2021;10;98.60000000000001
728;2021;10;48.2
729;2021;10;46.6
730;2021;10;4.0
731;2021;10;0.4
733;2021;10;34.0
734;2021;10;10.600000000000001
735;2021;10;16.2
736;2021;10;10.0
737;2021;10;3.2
738;2021;10;38.6
739;2021;10;38.0
740;2021;10;0.0
742;2021;10;8.6
743;2021;10;19.8
744;2021;10;3.8000000000000003
745;2021;10;9.6
746;2021;10;22.4
747;2021;10;0.0
748;2021;10;39.4
749;2021;10;27.8
750;2021;10;45.0
751;2021;10;9.8
752;2021;10;4.6
753;2021;10;2.8000000000000003
754;2021;10;5.2
755;2021;10;20.2
756;2021;10;29.4
757;2021;10;25.0
758;2021;10;61.0
759;2021;10;26.4
760;2021;10;25.0
761;2021;10;41.0
762;2021;10;1.0
763;2021;10;102.60000000000001
764;2021;10;78.8
765;2021;10;34.8
766;2021;10;21.2
767;2021;10;66.4
769;2021;10;54.4
770;2021;10;50.4
772;2021;10;24.4
773;2021;10;34.8
774;2021;10;32.6
775;2021;10;8.600000000000001
776;2021;10;12.799999999999999
777;2021;10;9.0
778;2021;10;36.6
779;2021;10;32.800000000000004
780;2021;10;18.4
1380;2021;10;33.4
1381;2021;10;13.0
1382;2021;10;15.200000000000001
1383;2021;10;7.8
1384;2021;10;89.2
1385;2021;10;0.8
1386;2021;10;0.0
1404;2021;10;21.4
1424;2021;10;13.200000000000001
1444;2021;10;46.0
