ID_STAZ;Year;Month;VALORE
683;2021;11;0.0
683;2021;12;2.6
684;2021;11;0.0
684;2021;12;0.8
685;2021;11;0.0
685;2021;12;4.4
686;2021;11;0.0
686;2021;12;7.199999999999999
687;2021;11;0.0
687;2021;12;6.6
689;2021;11;0.0
689;2021;12;6.0
690;2021;11;0.0
690;2021;12;1.8
693;2021;11;0.0
693;2021;12;2.6
694;2021;11;0.0
694;2021;12;1.8
695;2021;11;0.0
695;2021;12;3.0
696;2021;11;0.0
696;2021;12;7.0
697;2021;11;0.0
697;2021;12;1.8
698;2021;11;0.0
698;2021;12;3.6
699;2021;11;0.0
699;2021;12;4.800000000000001
700;2021;11;0.0
700;2021;12;8.6
701;2021;11;0.0
701;2021;12;2.6
703;2021;11;0.0
703;2021;12;31.0
705;2021;11;0.0
705;2021;12;10.4
706;2021;11;0.0
706;2021;12;1.4
707;2021;11;0.0
707;2021;12;2.4
708;2021;11;0.0
708;2021;12;16.2
709;2021;11;0.0
709;2021;12;4.8
710;2021;11;0.0
710;2021;12;4.4
712;2021;11;0.0
712;2021;12;1.8
713;2021;11;0.0
713;2021;12;7.4
715;2021;11;0.0
715;2021;12;10.8
716;2021;11;0.0
716;2021;12;5.8
717;2021;11;0.0
717;2021;12;4.6
718;2021;11;0.0
718;2021;12;14.0
721;2021;11;0.0
721;2021;12;13.0
722;2021;11;0.0
722;2021;12;3.2
723;2021;11;0.0
723;2021;12;33.4
724;2021;11;0.0
724;2021;12;22.0
725;2021;11;0.0
725;2021;12;24.200000000000003
727;2021;11;0.0
727;2021;12;8.8
728;2021;11;0.0
728;2021;12;16.8
729;2021;11;0.0
729;2021;12;26.599999999999998
730;2021;11;0.2
730;2021;12;17.2
731;2021;11;0.0
731;2021;12;7.4
733;2021;11;0.0
733;2021;12;26.2
734;2021;11;0.0
734;2021;12;19.0
735;2021;11;0.0
735;2021;12;26.0
736;2021;11;0.0
736;2021;12;25.6
737;2021;11;0.0
737;2021;12;15.2
738;2021;11;0.0
738;2021;12;8.4
739;2021;11;0.0
739;2021;12;14.4
740;2021;11;0.0
740;2021;12;9.0
742;2021;12;13.8
743;2021;11;0.0
743;2021;12;38.8
744;2021;11;0.0
744;2021;12;9.2
745;2021;11;0.0
745;2021;12;17.4
746;2021;11;0.0
746;2021;12;13.6
747;2021;12;0.0
748;2021;11;0.0
748;2021;12;22.4
749;2021;11;0.0
749;2021;12;27.4
750;2021;11;0.0
750;2021;12;23.200000000000003
751;2021;11;0.0
751;2021;12;21.2
752;2021;11;0.0
752;2021;12;41.6
753;2021;11;0.0
753;2021;12;15.4
754;2021;11;0.0
754;2021;12;38.0
755;2021;11;0.0
755;2021;12;30.4
756;2021;11;0.0
756;2021;12;18.8
757;2021;11;0.0
757;2021;12;12.8
758;2021;11;0.0
758;2021;12;6.6
759;2021;11;0.0
759;2021;12;10.2
760;2021;11;0.0
760;2021;12;12.8
761;2021;11;0.0
761;2021;12;5.4
762;2021;11;0.0
762;2021;12;4.8
763;2021;11;0.0
763;2021;12;3.0
764;2021;11;0.0
764;2021;12;3.8
765;2021;11;0.0
765;2021;12;6.4
766;2021;11;0.0
766;2021;12;6.800000000000001
767;2021;11;0.0
767;2021;12;8.000000000000002
769;2021;11;0.0
769;2021;12;3.6
770;2021;11;0.0
770;2021;12;24.4
772;2021;11;0.0
772;2021;12;6.6000000000000005
773;2021;11;0.0
773;2021;12;9.8
774;2021;11;0.0
774;2021;12;1.2
775;2021;12;6.6
776;2021;12;2.4
777;2021;12;6.2
778;2021;12;4.0
779;2021;12;2.6
780;2021;12;2.8
1380;2021;12;45.6
1381;2021;12;7.4
1382;2021;12;9.8
1383;2021;12;14.6
1384;2021;12;27.0
1385;2021;12;5.6
1386;2021;12;0.2
1404;2021;12;3.4000000000000004
1424;2021;12;10.6
1444;2021;12;8.6
