"ID_STAZ";"ID_PAR";"DATARIL";"VALORE"
"1381";"65";"2020-12-01 00:00:00.0";"0.00"
"1381";"65";"2020-12-01 01:00:00.0";"0.00"
"1381";"65";"2020-12-01 02:00:00.0";"0.00"
"1381";"65";"2020-12-01 03:00:00.0";"0.00"
"1381";"65";"2020-12-01 04:00:00.0";"0.00"
"753";"65";"2020-12-01 00:00:00.0";"0.00"
"753";"65";"2020-12-01 01:00:00.0";"0.00"
"753";"65";"2020-12-01 02:00:00.0";"0.00"
"753";"65";"2020-12-01 03:00:00.0";"0.00"
"716";"65";"2020-12-01 00:00:00.0";"0.00"
"716";"65";"2020-12-01 01:00:00.0";"0.00"
"716";"65";"2020-12-01 02:00:00.0";"0.00"
"757";"65";"2020-12-01 00:00:00.0";"0.00"
"757";"65";"2020-12-01 01:00:00.0";"0.00"
"757";"65";"2020-12-01 02:00:00.0";"0.00"
"757";"65";"2020-12-01 03:00:00.0";"0.00"
"774";"65";"2020-12-01 00:00:00.0";"0.00"
"774";"65";"2020-12-01 01:00:00.0";"0.00"
"774";"65";"2020-12-01 02:00:00.0";"0.20"
"774";"65";"2020-12-01 03:00:00.0";"0.00"
"774";"65";"2020-12-01 04:00:00.0";"0.00"
"776";"65";"2020-12-01 00:00:00.0";"0.00"
"776";"65";"2020-12-01 01:00:00.0";"0.00"
"776";"65";"2020-12-01 02:00:00.0";"0.00"
"776";"65";"2020-12-01 03:00:00.0";"0.00"
"776";"65";"2020-12-01 04:00:00.0";"0.00"
"772";"65";"2020-12-01 00:00:00.0";"0.00"
"772";"65";"2020-12-01 01:00:00.0";"0.00"
"772";"65";"2020-12-01 02:00:00.0";"0.00"
"772";"65";"2020-12-01 03:00:00.0";"0.00"
"772";"65";"2020-12-01 04:00:00.0";"0.00"
"1383";"65";"2020-12-01 00:00:00.0";"0.00"
"1383";"65";"2020-12-01 01:00:00.0";"0.00"
"1383";"65";"2020-12-01 02:00:00.0";"0.00"
"1383";"65";"2020-12-01 03:00:00.0";"0.00"
"1383";"65";"2020-12-01 04:00:00.0";"0.00"
"689";"65";"2020-12-01 00:00:00.0";"0.00"
"689";"65";"2020-12-01 01:00:00.0";"0.00"
"773";"65";"2020-12-01 00:00:00.0";"0.00"
"773";"65";"2020-12-01 01:00:00.0";"0.00"
"773";"65";"2020-12-01 02:00:00.0";"0.00"
"773";"65";"2020-12-01 03:00:00.0";"0.00"
"773";"65";"2020-12-01 04:00:00.0";"0.00"
"755";"65";"2020-12-01 00:00:00.0";"0.00"
"755";"65";"2020-12-01 01:00:00.0";"0.00"
"755";"65";"2020-12-01 02:00:00.0";"0.00"
"755";"65";"2020-12-01 03:00:00.0";"0.00"
"713";"65";"2020-12-01 00:00:00.0";"0.00"
"713";"65";"2020-12-01 01:00:00.0";"0.00"
"729";"65";"2020-12-01 00:00:00.0";"0.20"
"729";"65";"2020-12-01 01:00:00.0";"0.20"
"729";"65";"2020-12-01 02:00:00.0";"0.00"
"751";"65";"2020-12-01 00:00:00.0";"0.00"
"751";"65";"2020-12-01 01:00:00.0";"0.00"
"751";"65";"2020-12-01 02:00:00.0";"0.00"
"751";"65";"2020-12-01 03:00:00.0";"0.00"
"751";"65";"2020-12-01 04:00:00.0";"0.00"
"707";"65";"2020-12-01 00:00:00.0";"0.00"
"707";"65";"2020-12-01 01:00:00.0";"0.00"
"769";"65";"2020-12-01 00:00:00.0";"0.00"
"769";"65";"2020-12-01 01:00:00.0";"0.00"
"769";"65";"2020-12-01 02:00:00.0";"0.00"
"769";"65";"2020-12-01 03:00:00.0";"0.00"
"769";"65";"2020-12-01 04:00:00.0";"0.00"
"710";"65";"2020-12-01 00:00:00.0";"0.00"
"710";"65";"2020-12-01 01:00:00.0";"0.00"
"726";"65";"2020-12-01 00:00:00.0";"0.00"
"726";"65";"2020-12-01 01:00:00.0";"0.00"
"726";"65";"2020-12-01 02:00:00.0";"0.20"
"735";"65";"2020-12-01 00:00:00.0";"0.00"
"735";"65";"2020-12-01 01:00:00.0";"0.00"
"735";"65";"2020-12-01 02:00:00.0";"0.00"
"735";"65";"2020-12-01 03:00:00.0";"0.00"
"746";"65";"2020-12-01 00:00:00.0";"0.00"
"746";"65";"2020-12-01 01:00:00.0";"0.00"
"746";"65";"2020-12-01 02:00:00.0";"0.00"
"746";"65";"2020-12-01 03:00:00.0";"0.00"
"694";"65";"2020-12-01 00:00:00.0";"0.00"
"694";"65";"2020-12-01 01:00:00.0";"0.00"
"695";"65";"2020-12-01 00:00:00.0";"0.00"
"695";"65";"2020-12-01 01:00:00.0";"0.00"
"778";"65";"2020-12-01 00:00:00.0";"0.00"
"778";"65";"2020-12-01 01:00:00.0";"0.00"
"778";"65";"2020-12-01 02:00:00.0";"0.00"
"778";"65";"2020-12-01 03:00:00.0";"0.00"
"778";"65";"2020-12-01 04:00:00.0";"0.00"
"703";"65";"2020-12-01 00:00:00.0";"0.00"
"703";"65";"2020-12-01 01:00:00.0";"0.00"
"733";"65";"2020-12-01 00:00:00.0";"0.00"
"733";"65";"2020-12-01 01:00:00.0";"0.00"
"733";"65";"2020-12-01 02:00:00.0";"0.00"
"760";"65";"2020-12-01 00:00:00.0";"0.00"
"760";"65";"2020-12-01 01:00:00.0";"0.00"
"760";"65";"2020-12-01 02:00:00.0";"0.00"
"760";"65";"2020-12-01 03:00:00.0";"0.00"
"763";"65";"2020-12-01 00:00:00.0";"0.20"
"763";"65";"2020-12-01 01:00:00.0";"0.00"
"763";"65";"2020-12-01 02:00:00.0";"0.00"
"763";"65";"2020-12-01 03:00:00.0";"0.00"
"1384";"65";"2020-12-01 00:00:00.0";"0.00"
"1384";"65";"2020-12-01 01:00:00.0";"0.00"
"1384";"65";"2020-12-01 02:00:00.0";"0.00"
"1384";"65";"2020-12-01 03:00:00.0";"0.00"
"1384";"65";"2020-12-01 04:00:00.0";"0.00"
"1384";"65";"2020-12-01 05:00:00.0";"0.00"
"722";"65";"2020-12-01 00:00:00.0";"0.00"
"722";"65";"2020-12-01 01:00:00.0";"0.00"
"722";"65";"2020-12-01 02:00:00.0";"0.00"
"744";"65";"2020-12-01 00:00:00.0";"0.00"
"744";"65";"2020-12-01 01:00:00.0";"0.00"
"744";"65";"2020-12-01 02:00:00.0";"0.00"
"744";"65";"2020-12-01 03:00:00.0";"0.00"
"775";"65";"2020-12-01 00:00:00.0";"0.00"
"775";"65";"2020-12-01 01:00:00.0";"0.00"
"775";"65";"2020-12-01 02:00:00.0";"0.00"
"775";"65";"2020-12-01 03:00:00.0";"0.00"
"775";"65";"2020-12-01 04:00:00.0";"0.00"
"749";"65";"2020-12-01 00:00:00.0";"0.00"
"749";"65";"2020-12-01 01:00:00.0";"0.00"
"749";"65";"2020-12-01 02:00:00.0";"0.00"
"749";"65";"2020-12-01 03:00:00.0";"0.00"
"752";"65";"2020-12-01 00:00:00.0";"0.00"
"752";"65";"2020-12-01 01:00:00.0";"0.00"
"752";"65";"2020-12-01 02:00:00.0";"0.00"
"752";"65";"2020-12-01 03:00:00.0";"0.00"
"752";"65";"2020-12-01 04:00:00.0";"0.00"
"728";"65";"2020-12-01 00:00:00.0";"0.00"
"728";"65";"2020-12-01 01:00:00.0";"0.00"
"728";"65";"2020-12-01 02:00:00.0";"0.00"
"1444";"65";"2020-12-01 00:00:00.0";"0.00"
"1444";"65";"2020-12-01 01:00:00.0";"0.00"
"1444";"65";"2020-12-01 02:00:00.0";"0.00"
"1444";"65";"2020-12-01 03:00:00.0";"0.00"
"1444";"65";"2020-12-01 04:00:00.0";"0.00"
"1444";"65";"2020-12-01 05:00:00.0";"0.00"
"683";"65";"2020-12-01 00:00:00.0";"0.00"
"696";"65";"2020-12-01 00:00:00.0";"0.00"
"696";"65";"2020-12-01 01:00:00.0";"0.00"
"767";"65";"2020-12-01 00:00:00.0";"0.00"
"767";"65";"2020-12-01 01:00:00.0";"0.00"
"767";"65";"2020-12-01 02:00:00.0";"0.00"
"767";"65";"2020-12-01 03:00:00.0";"0.00"
"767";"65";"2020-12-01 04:00:00.0";"0.00"
"777";"65";"2020-12-01 00:00:00.0";"0.00"
"777";"65";"2020-12-01 01:00:00.0";"0.00"
"777";"65";"2020-12-01 02:00:00.0";"0.00"
"777";"65";"2020-12-01 03:00:00.0";"0.00"
"777";"65";"2020-12-01 04:00:00.0";"0.00"
"1424";"65";"2020-12-01 00:00:00.0";"0.00"
"1424";"65";"2020-12-01 01:00:00.0";"0.00"
"1424";"65";"2020-12-01 02:00:00.0";"0.00"
"1424";"65";"2020-12-01 03:00:00.0";"0.00"
"1424";"65";"2020-12-01 04:00:00.0";"0.00"
"1424";"65";"2020-12-01 05:00:00.0";"0.00"
"690";"65";"2020-12-01 00:00:00.0";"0.00"
"711";"65";"2020-12-01 00:00:00.0";"0.00"
"711";"65";"2020-12-01 01:00:00.0";"0.00"
"779";"65";"2020-12-01 00:00:00.0";"0.00"
"779";"65";"2020-12-01 01:00:00.0";"0.00"
"779";"65";"2020-12-01 02:00:00.0";"0.00"
"779";"65";"2020-12-01 03:00:00.0";"0.00"
"779";"65";"2020-12-01 04:00:00.0";"0.00"
"1382";"65";"2020-12-01 00:00:00.0";"0.00"
"1382";"65";"2020-12-01 01:00:00.0";"0.00"
"1382";"65";"2020-12-01 02:00:00.0";"0.00"
"1382";"65";"2020-12-01 03:00:00.0";"0.00"
"1382";"65";"2020-12-01 04:00:00.0";"0.00"
"742";"65";"2020-12-01 00:00:00.0";"0.00"
"742";"65";"2020-12-01 01:00:00.0";"0.00"
"742";"65";"2020-12-01 02:00:00.0";"0.00"
"770";"65";"2020-12-01 00:00:00.0";"0.00"
"770";"65";"2020-12-01 01:00:00.0";"0.00"
"770";"65";"2020-12-01 02:00:00.0";"0.00"
"770";"65";"2020-12-01 03:00:00.0";"0.00"
"770";"65";"2020-12-01 04:00:00.0";"0.00"
"693";"65";"2020-12-01 00:00:00.0";"0.00"
"693";"65";"2020-12-01 01:00:00.0";"0.00"
"708";"65";"2020-12-01 00:00:00.0";"0.00"
"708";"65";"2020-12-01 01:00:00.0";"0.00"
"723";"65";"2020-12-01 00:00:00.0";"0.00"
"723";"65";"2020-12-01 01:00:00.0";"0.00"
"723";"65";"2020-12-01 02:00:00.0";"0.00"
"1386";"65";"2020-12-01 00:00:00.0";"0.00"
