ID_STAZ;Year;Month;VALORE
683;2022;4;0.2
684;2022;4;0.7999999999999999
685;2022;4;0.6
686;2022;4;0.0
687;2022;4;0.0
689;2022;4;1.2
690;2022;4;1.0
693;2022;4;0.6000000000000001
694;2022;4;0.8
695;2022;4;0.6000000000000001
696;2022;4;0.8
697;2022;4;0.2
698;2022;4;0.4
699;2022;4;1.4
700;2022;4;0.0
701;2022;4;0.2
703;2022;4;1.0
705;2022;4;0.0
706;2022;4;0.2
707;2022;4;0.6000000000000001
708;2022;4;0.6000000000000001
709;2022;4;0.0
710;2022;4;0.2
711;2022;4;0.0
712;2022;4;0.0
713;2022;4;0.8
715;2022;4;0.6
716;2022;4;0.4
717;2022;4;2.2
718;2022;4;1.0
721;2022;4;2.4
722;2022;4;1.2
723;2022;4;0.2
724;2022;4;0.0
725;2022;4;3.6
726;2022;4;0.6000000000000001
727;2022;4;0.0
728;2022;4;0.0
729;2022;4;0.4
730;2022;4;0.8
731;2022;4;0.0
733;2022;4;0.2
734;2022;4;7.0
735;2022;4;0.4
736;2022;4;1.4
738;2022;4;0.2
739;2022;4;0.7999999999999999
740;2022;4;0.2
742;2022;4;6.8
743;2022;4;0.6000000000000001
744;2022;4;3.4
745;2022;4;3.4000000000000004
746;2022;4;0.2
747;2022;4;0.4
748;2022;4;1.4
749;2022;4;5.6
750;2022;4;5.8
751;2022;4;5.8
752;2022;4;2.4
753;2022;4;0.0
754;2022;4;5.800000000000001
755;2022;4;0.2
756;2022;4;3.2
757;2022;4;1.6
758;2022;4;1.0
759;2022;4;1.4
760;2022;4;2.0
761;2022;4;0.6000000000000001
762;2022;4;1.0
763;2022;4;0.2
764;2022;4;0.4
765;2022;4;0.4
766;2022;4;0.0
767;2022;4;0.2
769;2022;4;0.0
770;2022;4;4.4
772;2022;4;4.0
773;2022;4;1.4
774;2022;4;3.2
775;2022;4;0.6000000000000001
776;2022;4;5.8
777;2022;4;1.4
778;2022;4;7.8
779;2022;4;0.8
780;2022;4;1.2
1380;2022;4;0.2
1381;2022;4;3.8000000000000003
1382;2022;4;2.4
1383;2022;4;0.0
1384;2022;4;0.0
1385;2022;4;0.0
1386;2022;4;0.8
1404;2022;4;0.0
1424;2022;4;0.2
1444;2022;4;0.0
