ID_STAZ;Year;Month;VALORE
683;2019;8;0.0
684;2019;8;0.0
685;2019;8;0.0
686;2019;8;7.0
687;2019;8;6.3999999999999995
689;2019;8;0.0
690;2019;8;0.4
693;2019;8;0.6
694;2019;8;1.0
695;2019;8;0.0
696;2019;8;1.2
697;2019;8;2.0
698;2019;8;0.0
699;2019;8;10.0
700;2019;8;2.4
701;2019;8;0.6000000000000001
703;2019;8;2.0
705;2019;8;25.0
706;2019;8;13.6
707;2019;8;0.0
708;2019;8;13.8
709;2019;8;85.2
710;2019;8;0.0
711;2019;8;11.200000000000001
712;2019;8;0.0
713;2019;8;15.799999999999999
715;2019;8;0.0
716;2019;8;33.8
717;2019;8;53.4
718;2019;8;23.8
721;2019;8;44.0
722;2019;8;7.0
723;2019;8;36.8
724;2019;8;28.4
725;2019;8;46.199999999999996
726;2019;8;28.799999999999997
727;2019;8;0.7999999999999999
728;2019;8;10.0
729;2019;8;1.8
730;2019;8;20.4
731;2019;8;24.6
733;2019;8;139.4
734;2019;8;19.799999999999997
735;2019;8;25.8
736;2019;8;34.2
737;2019;8;21.8
738;2019;8;21.4
739;2019;8;20.4
740;2019;8;5.2
742;2019;8;24.0
743;2019;8;30.4
744;2019;8;0.0
745;2019;8;5.3999999999999995
746;2019;8;34.0
747;2019;8;38.8
748;2019;8;9.2
749;2019;8;16.2
750;2019;8;4.2
751;2019;8;36.4
752;2019;8;21.8
753;2019;8;11.4
754;2019;8;12.200000000000001
755;2019;8;1.8
756;2019;8;0.2
757;2019;8;5.2
758;2019;8;1.8
759;2019;8;61.6
760;2019;8;4.0
761;2019;8;0.0
762;2019;8;0.4
763;2019;8;3.0
764;2019;8;13.4
765;2019;8;11.600000000000001
766;2019;8;0.8
767;2019;8;8.599999999999998
769;2019;8;0.2
770;2019;8;33.6
772;2019;8;5.0
773;2019;8;21.2
774;2019;8;0.0
775;2019;8;0.4
776;2019;8;0.4
777;2019;8;1.0
778;2019;8;0.2
779;2019;8;0.0
780;2019;8;0.0
1380;2019;8;53.6
1381;2019;8;11.0
1382;2019;8;49.8
1383;2019;8;59.4
1384;2019;8;17.0
1385;2019;8;34.4
1386;2019;8;6.0
1404;2019;8;21.8
1424;2019;8;0.0
1444;2019;8;18.400000000000002
