ID_STAZ;Year;Month;VALORE
683;2019;6;2.0
684;2019;6;0.2
685;2019;6;72.0
686;2019;6;0.0
687;2019;6;0.0
689;2019;6;4.8
690;2019;6;0.4
693;2019;6;0.0
694;2019;6;12.2
695;2019;6;15.2
696;2019;6;14.799999999999999
697;2019;6;0.4
698;2019;6;0.2
699;2019;6;6.6
700;2019;6;14.399999999999999
701;2019;6;16.6
703;2019;6;2.4
705;2019;6;7.6
706;2019;6;0.8
707;2019;6;5.4
708;2019;6;4.6000000000000005
709;2019;6;11.2
710;2019;6;5.8
711;2019;6;14.0
712;2019;6;3.2
713;2019;6;14.8
715;2019;6;4.4
716;2019;6;12.799999999999999
717;2019;6;10.0
718;2019;6;35.0
721;2019;6;3.8000000000000003
722;2019;6;2.6
723;2019;6;0.2
724;2019;6;6.6000000000000005
725;2019;6;2.4
726;2019;6;49.800000000000004
727;2019;6;0.2
728;2019;6;38.0
729;2019;6;8.8
730;2019;6;2.4000000000000004
731;2019;6;0.2
733;2019;6;2.0
734;2019;6;2.2
735;2019;6;0.6000000000000001
736;2019;6;0.8
737;2019;6;3.2
738;2019;6;0.8
739;2019;6;1.6
740;2019;6;0.0
742;2019;6;0.2
743;2019;6;0.4
744;2019;6;0.6
745;2019;6;0.0
746;2019;6;0.0
747;2019;6;0.2
748;2019;6;0.0
749;2019;6;0.2
750;2019;6;0.0
751;2019;6;0.0
752;2019;6;0.0
753;2019;6;0.0
754;2019;6;0.0
755;2019;6;0.0
756;2019;6;3.0
757;2019;6;1.0
758;2019;6;0.4
759;2019;6;4.0
760;2019;6;0.0
761;2019;6;0.0
762;2019;6;0.0
763;2019;6;3.4000000000000004
764;2019;6;4.4
765;2019;6;9.4
766;2019;6;6.000000000000001
767;2019;6;0.0
769;2019;6;0.2
770;2019;6;25.2
772;2019;6;0.0
773;2019;6;0.0
774;2019;6;0.0
775;2019;6;0.0
776;2019;6;0.6
777;2019;6;4.8
778;2019;6;0.0
779;2019;6;0.0
780;2019;6;0.0
1380;2019;6;3.0
1381;2019;6;19.0
1382;2019;6;0.0
1383;2019;6;5.6
1384;2019;6;0.6000000000000001
1385;2019;6;2.6
1386;2019;6;0.0
1404;2019;6;12.6
1424;2019;6;0.0
1444;2019;6;6.6
